,MUNICIPIO_RES,NOM_MUN,LON_DECIMAL,LAT_DECIMAL,FECHA_INGRESO,TOTAL_POSITIVE,WOMEN_POSITIVE,MEN_POSOTIVE,TOTAL_DEATHS,WOMEN_DEATHS,MEN_DEATHS,TOTAL_UCI,WOMEN_UCI,MEN_UCI
857,75,Tolcayuca,-98.921761,19.956591,06/2020,45,12.0,19.0,4.0,2.0,2.0,2.0,1.0,1.0
858,75,Tolcayuca,-98.921761,19.956591,07/2020,40,13.0,10.0,4.0,2.0,2.0,0.0,0.0,0.0
859,75,Tolcayuca,-98.921761,19.956591,08/2020,25,6.0,5.0,5.0,3.0,2.0,1.0,1.0,0.0
860,75,Tolcayuca,-98.921761,19.956591,09/2020,24,6.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0
861,75,Tolcayuca,-98.921761,19.956591,10/2020,27,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0
862,75,Tolcayuca,-98.921761,19.956591,11/2020,76,30.0,36.0,11.0,4.0,7.0,2.0,0.0,2.0
863,75,Tolcayuca,-98.921761,19.956591,12/2020,74,27.0,22.0,7.0,3.0,4.0,2.0,2.0,0.0
864,76,Tula de Allende,-99.343189,20.05522,01/2020,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,76,Tula de Allende,-99.343189,20.05522,01/2021,67,15.0,26.0,9.0,2.0,7.0,7.0,2.0,5.0
866,76,Tula de Allende,-99.343189,20.05522,02/2020,14,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
867,76,Tula de Allende,-99.343189,20.05522,03/2020,31,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
868,76,Tula de Allende,-99.343189,20.05522,04/2020,46,7.0,9.0,9.0,2.0,7.0,1.0,0.0,1.0
869,76,Tula de Allende,-99.343189,20.05522,05/2020,147,27.0,38.0,20.0,12.0,8.0,3.0,1.0,2.0
870,76,Tula de Allende,-99.343189,20.05522,06/2020,195,43.0,57.0,25.0,11.0,14.0,4.0,1.0,3.0
871,76,Tula de Allende,-99.343189,20.05522,07/2020,164,27.0,53.0,24.0,6.0,18.0,4.0,3.0,1.0
872,76,Tula de Allende,-99.343189,20.05522,08/2020,267,87.0,70.0,30.0,12.0,18.0,12.0,5.0,7.0
873,76,Tula de Allende,-99.343189,20.05522,09/2020,318,69.0,89.0,35.0,12.0,23.0,18.0,9.0,9.0
874,76,Tula de Allende,-99.343189,20.05522,10/2020,360,71.0,88.0,22.0,9.0,13.0,17.0,10.0,7.0
875,76,Tula de Allende,-99.343189,20.05522,11/2020,454,114.0,121.0,43.0,16.0,27.0,32.0,12.0,20.0
876,76,Tula de Allende,-99.343189,20.05522,12/2020,516,122.0,133.0,57.0,24.0,33.0,37.0,18.0,19.0
877,77,Tulancingo de Bravo,-98.368073,20.080605,01/2020,12,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
878,77,Tulancingo de Bravo,-98.368073,20.080605,01/2021,99,21.0,35.0,14.0,3.0,11.0,1.0,0.0,1.0
879,77,Tulancingo de Bravo,-98.368073,20.080605,02/2020,15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
880,77,Tulancingo de Bravo,-98.368073,20.080605,03/2020,26,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0
881,77,Tulancingo de Bravo,-98.368073,20.080605,04/2020,72,8.0,11.0,9.0,1.0,8.0,4.0,1.0,3.0
882,77,Tulancingo de Bravo,-98.368073,20.080605,05/2020,120,29.0,39.0,14.0,2.0,12.0,4.0,1.0,3.0
883,77,Tulancingo de Bravo,-98.368073,20.080605,06/2020,191,46.0,49.0,26.0,7.0,19.0,7.0,1.0,6.0
884,77,Tulancingo de Bravo,-98.368073,20.080605,07/2020,455,117.0,139.0,55.0,16.0,39.0,21.0,5.0,16.0
885,77,Tulancingo de Bravo,-98.368073,20.080605,08/2020,493,116.0,153.0,68.0,20.0,48.0,3.0,0.0,3.0
886,77,Tulancingo de Bravo,-98.368073,20.080605,09/2020,265,37.0,60.0,19.0,4.0,15.0,1.0,0.0,1.0
887,77,Tulancingo de Bravo,-98.368073,20.080605,10/2020,396,66.0,81.0,38.0,10.0,28.0,7.0,2.0,5.0
888,77,Tulancingo de Bravo,-98.368073,20.080605,11/2020,377,71.0,78.0,28.0,9.0,19.0,1.0,0.0,1.0
889,77,Tulancingo de Bravo,-98.368073,20.080605,12/2020,726,168.0,199.0,75.0,26.0,49.0,9.0,5.0,4.0
890,66,Villa de Tezontepec,-98.81929,19.879861,01/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,66,Villa de Tezontepec,-98.81929,19.879861,01/2021,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
892,66,Villa de Tezontepec,-98.81929,19.879861,03/2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,66,Villa de Tezontepec,-98.81929,19.879861,05/2020,10,2.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0
894,66,Villa de Tezontepec,-98.81929,19.879861,06/2020,18,8.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0
895,66,Villa de Tezontepec,-98.81929,19.879861,07/2020,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
896,66,Villa de Tezontepec,-98.81929,19.879861,08/2020,22,6.0,8.0,4.0,1.0,3.0,0.0,0.0,0.0
897,66,Villa de Tezontepec,-98.81929,19.879861,09/2020,8,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
898,66,Villa de Tezontepec,-98.81929,19.879861,10/2020,12,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
899,66,Villa de Tezontepec,-98.81929,19.879861,11/2020,12,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
900,66,Villa de Tezontepec,-98.81929,19.879861,12/2020,19,8.0,7.0,3.0,2.0,1.0,2.0,2.0,0.0
901,78,Xochiatipan,-98.284531,20.835483,01/2020,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
902,78,Xochiatipan,-98.284531,20.835483,02/2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,78,Xochiatipan,-98.284531,20.835483,04/2020,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
904,78,Xochiatipan,-98.284531,20.835483,05/2020,10,2.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0
905,78,Xochiatipan,-98.284531,20.835483,06/2020,7,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
906,78,Xochiatipan,-98.284531,20.835483,07/2020,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,78,Xochiatipan,-98.284531,20.835483,08/2020,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,78,Xochiatipan,-98.284531,20.835483,09/2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,78,Xochiatipan,-98.284531,20.835483,10/2020,4,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
910,78,Xochiatipan,-98.284531,20.835483,11/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,78,Xochiatipan,-98.284531,20.835483,12/2020,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
912,79,XochicoatlÃ¡n,-98.679724,20.776855,03/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,79,XochicoatlÃ¡n,-98.679724,20.776855,04/2020,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
914,79,XochicoatlÃ¡n,-98.679724,20.776855,05/2020,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
915,79,XochicoatlÃ¡n,-98.679724,20.776855,06/2020,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,79,XochicoatlÃ¡n,-98.679724,20.776855,07/2020,6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
917,79,XochicoatlÃ¡n,-98.679724,20.776855,08/2020,9,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
918,79,XochicoatlÃ¡n,-98.679724,20.776855,09/2020,17,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0
919,79,XochicoatlÃ¡n,-98.679724,20.776855,10/2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,79,XochicoatlÃ¡n,-98.679724,20.776855,11/2020,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,79,XochicoatlÃ¡n,-98.679724,20.776855,12/2020,6,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0
922,80,Yahualica,-98.382867,20.951649,01/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,80,Yahualica,-98.382867,20.951649,01/2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,80,Yahualica,-98.382867,20.951649,04/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,80,Yahualica,-98.382867,20.951649,06/2020,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
926,80,Yahualica,-98.382867,20.951649,07/2020,6,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0
927,80,Yahualica,-98.382867,20.951649,08/2020,2,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
928,80,Yahualica,-98.382867,20.951649,09/2020,7,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
929,80,Yahualica,-98.382867,20.951649,10/2020,3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
930,80,Yahualica,-98.382867,20.951649,11/2020,6,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
931,80,Yahualica,-98.382867,20.951649,12/2020,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
932,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,01/2020,11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
933,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,01/2021,31,7.0,9.0,6.0,3.0,3.0,0.0,0.0,0.0
934,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,02/2020,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,03/2020,10,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
936,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,04/2020,8,2.0,3.0,4.0,1.0,3.0,1.0,0.0,1.0
937,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,05/2020,19,7.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0
938,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,06/2020,31,6.0,10.0,7.0,3.0,4.0,0.0,0.0,0.0
939,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,07/2020,54,18.0,19.0,11.0,2.0,9.0,2.0,1.0,1.0
940,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,08/2020,98,19.0,27.0,4.0,0.0,4.0,1.0,1.0,0.0
941,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,09/2020,46,9.0,7.0,3.0,1.0,2.0,0.0,0.0,0.0
942,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,10/2020,45,6.0,9.0,1.0,0.0,1.0,2.0,1.0,1.0
943,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,11/2020,69,16.0,21.0,11.0,2.0,9.0,7.0,1.0,6.0
944,81,ZacualtipÃ¡n de Ãngeles,-98.653627,20.645181,12/2020,124,27.0,29.0,15.0,8.0,7.0,3.0,1.0,2.0
945,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,01/2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,01/2021,8,3.0,4.0,5.0,1.0,4.0,1.0,0.0,1.0
947,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,02/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,03/2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,04/2020,10,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
950,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,05/2020,29,8.0,10.0,6.0,2.0,4.0,1.0,1.0,0.0
951,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,06/2020,24,9.0,10.0,3.0,0.0,3.0,0.0,0.0,0.0
952,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,07/2020,34,9.0,14.0,9.0,5.0,4.0,0.0,0.0,0.0
953,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,08/2020,43,10.0,15.0,10.0,2.0,8.0,2.0,2.0,0.0
954,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,09/2020,32,11.0,8.0,4.0,2.0,2.0,1.0,0.0,1.0
955,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,10/2020,29,9.0,11.0,6.0,2.0,4.0,0.0,0.0,0.0
956,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,11/2020,26,8.0,14.0,9.0,3.0,6.0,2.0,0.0,2.0
957,82,ZapotlÃ¡n de JuÃ¡rez,-98.861883,19.974047,12/2020,60,17.0,24.0,17.0,4.0,13.0,0.0,0.0,0.0
958,83,Zempoala,-98.668131,19.915397,01/2020,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,83,Zempoala,-98.668131,19.915397,01/2021,24,10.0,7.0,6.0,4.0,2.0,2.0,2.0,0.0
960,83,Zempoala,-98.668131,19.915397,02/2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,83,Zempoala,-98.668131,19.915397,03/2020,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
962,83,Zempoala,-98.668131,19.915397,04/2020,14,1.0,1.0,5.0,1.0,4.0,2.0,0.0,2.0
963,83,Zempoala,-98.668131,19.915397,05/2020,50,13.0,17.0,7.0,3.0,4.0,0.0,0.0,0.0
964,83,Zempoala,-98.668131,19.915397,06/2020,104,23.0,28.0,6.0,1.0,5.0,3.0,0.0,3.0
965,83,Zempoala,-98.668131,19.915397,07/2020,159,49.0,41.0,15.0,8.0,7.0,3.0,2.0,1.0
966,83,Zempoala,-98.668131,19.915397,08/2020,179,48.0,54.0,12.0,4.0,8.0,1.0,1.0,0.0
967,83,Zempoala,-98.668131,19.915397,09/2020,116,26.0,33.0,5.0,2.0,3.0,0.0,0.0,0.0
968,83,Zempoala,-98.668131,19.915397,10/2020,108,20.0,18.0,7.0,3.0,4.0,4.0,2.0,2.0
969,83,Zempoala,-98.668131,19.915397,11/2020,138,45.0,39.0,11.0,3.0,8.0,0.0,0.0,0.0
970,83,Zempoala,-98.668131,19.915397,12/2020,181,49.0,55.0,17.0,5.0,12.0,3.0,0.0,3.0
971,84,ZimapÃ¡n,-99.383113,20.738069,01/2020,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,84,ZimapÃ¡n,-99.383113,20.738069,01/2021,21,7.0,5.0,5.0,3.0,2.0,1.0,1.0,0.0
973,84,ZimapÃ¡n,-99.383113,20.738069,02/2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,84,ZimapÃ¡n,-99.383113,20.738069,03/2020,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
975,84,ZimapÃ¡n,-99.383113,20.738069,04/2020,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
976,84,ZimapÃ¡n,-99.383113,20.738069,05/2020,23,4.0,7.0,5.0,1.0,4.0,0.0,0.0,0.0
977,84,ZimapÃ¡n,-99.383113,20.738069,06/2020,24,8.0,7.0,6.0,3.0,3.0,1.0,1.0,0.0
978,84,ZimapÃ¡n,-99.383113,20.738069,07/2020,23,11.0,5.0,2.0,1.0,1.0,5.0,3.0,2.0
979,84,ZimapÃ¡n,-99.383113,20.738069,08/2020,52,17.0,16.0,4.0,3.0,1.0,7.0,4.0,3.0
980,84,ZimapÃ¡n,-99.383113,20.738069,09/2020,41,6.0,10.0,2.0,0.0,2.0,1.0,1.0,0.0
981,84,ZimapÃ¡n,-99.383113,20.738069,10/2020,40,7.0,8.0,6.0,3.0,3.0,2.0,1.0,1.0
982,84,ZimapÃ¡n,-99.383113,20.738069,11/2020,41,11.0,15.0,12.0,3.0,9.0,10.0,4.0,6.0
983,84,ZimapÃ¡n,-99.383113,20.738069,12/2020,57,15.0,19.0,4.0,4.0,0.0,7.0,4.0,3.0
